cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,cell_line_name_og,depmap_id,stripped_cell_line_name
JK1,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2079,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",62,,,blood,CML,blast_crisis,,JK-1,ACH-000241,JK1
JL1,JL1_PLEURA,,,Male,DSMZ,2,-4.271870303,,DMEM + 20% FBS,60.5,CVCL_2080,,pleura,Primary,Lung Cancer,Mesothelioma,54,,,lung,mesothelioma,,,JL-1,ACH-000645,JL1
JM1,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327768,Male,ATCC,2,-2.489597079,Suspension,IMDM + 10% FBS,67,CVCL_3532,2096,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,SIDM00689,,blood,ALL,b_cell,,JM1,ACH-000151,JM1
JMSU1,JMSU1_URINARY_TRACT,,,Male,DSMZ,2,-5.834745979,Adherent,RPMI + 10% FBS + 2mM Glutamax,45,CVCL_2081,,ascites,Metastasis,Bladder Cancer,Carcinoma,75,,,urinary_tract,bladder_carcinoma,,,JMSU-1,ACH-000753,JMSU1
JURKAT,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184,Male,DSMZ,2,-2.601310356,Suspension,RPMI-1640 +10% FBS,81.2,CVCL_0065,1210,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01016,,blood,ALL,t_cell,,JURKAT,ACH-000995,JURKAT
JURLMK1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327771,Male,DSMZ,2,-4.56022607,,RPMI + 10% FBS,41.8,CVCL_2086,1807,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",73,SIDM01015,,blood,CML,blast_crisis,,JURL-MK1,ACH-000326,JURLMK1
JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907269,Female,DSMZ,0,-1.827745887,,RPMI + 10% FBS,67.4,CVCL_1319,764,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Mantle Cell",63,SIDM01013,,lymphocyte,non_hodgkin_lymphoma,b_cell_mantle_cell,,JVM-2,ACH-000106,JVM2
JVM3,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907270,Male,DSMZ,1,-2.609910324,,RPMI + 10% FBS,52,CVCL_1320,1632,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",73,SIDM01012,,blood,CLL,b_cell,,JVM-3,ACH-000346,JVM3
K029AX,K029AX_SKIN,,,Unknown,Academic lab,1,-2.861784584,,RPMI + 10% FBS,44.8,CVCL_8784,,skin,Primary,Skin Cancer,Melanoma,,,,skin,melanoma,,,K029AX,ACH-000404,K029AX
K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905940,Female,ATCC,2,-3.208706556,Suspension,IMDM + 10% FBS,46.8,CVCL_0004,2098,pleural_effusion,Metastasis,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",53,SIDM00791,,blood,CML,blast_crisis,,K-562,ACH-000551,K562
KALS1,KALS1_CENTRAL_NERVOUS_SYSTEM,,907271,Female,HSRRB,2,-5.5726274,,RPMI + 5% FBS,92.8,CVCL_1323,1936,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00613,,central_nervous_system,glioma,glioblastoma,,KALS-1,ACH-000231,KALS1
KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907273,Male,Academic lab,3,-5.351302515,Suspension,RPMI + 20% FBS + 2mM Glutamine,55.5,CVCL_1324,906,haematopoietic_and_lymphoid_tissue,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",25,SIDM01010,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,KARPAS-299,ACH-000053,KARPAS299
KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907274,Female,DSMZ,2,-2.764182299,,RPMI + 20% FBS,76.6,CVCL_1325,1973,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),73,SIDM01008,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,KARPAS-422,ACH-000315,KARPAS422
KARPAS620,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327775,Female,DSMZ,,,,,,CVCL_1823,184,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77,SIDM01006,,plasma_cell,multiple_myeloma,,,KARPAS-620,ACH-000193,KARPAS620
KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907275,Male,DSMZ,2,-1.890449985,,RPMI + 10% FBS,54.7,CVCL_0589,1196,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",7,SIDM01005,,blood,AML,M2,,KASUMI-1,ACH-000263,KASUMI1
KASUMI2,KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_0590,,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15,,,blood,ALL,b_cell,,KASUMI-2,ACH-000728,KASUMI2
KATOIII,KATOIII_STOMACH,,907276,Male,ATCC,2,-4.58916863,Mixed adherent and suspension,IMDM + 20% FBS,68.9,CVCL_0371,406,pleural_effusion,Metastasis,Gastric Cancer,"Adenocarcinoma, signet ring cell",55,SIDM00687,,gastric,gastric_adenocarcinoma,signet_ring_cell,,KATO III,ACH-000793,KATOIII
KCL22,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330931,Female,DSMZ,2,-4.61841261,,RPMI + 10% FBS,78,CVCL_2091,1513,pleural_effusion,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",32,SIDM01004,,blood,CML,blast_crisis,,KCL-22,ACH-000983,KCL22
KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907277,Male,DSMZ,2,-3.095018171,Suspension,RPMI + 10% FBS,72,CVCL_1327,1012,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",27,SIDM01003,,blood,ALL,t_cell,,KE-37,ACH-000101,KE37
KE39,KE39_STOMACH,,,Male,RIKEN,2,-4.184025082,Adherent,RPMI + 10% FBS,70,CVCL_3385,,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,77,,,gastric,gastric_adenocarcinoma,,,KE-39,ACH-000507,KE39
KE97,KE97_STOMACH,,,Male,RIKEN,2,-2.292667402,Adherent,RPMI + 10% FBS,89.5,CVCL_3386,,abdomen,Metastasis,Myeloma,Myeloma,52,,,plasma_cell,multiple_myeloma,,,KE-97,ACH-000167,KE97
KELLY,KELLY_AUTONOMIC_GANGLIA,,753618,Female,DSMZ,3,-5.160279699,,RPMI + 10% FBS,71.7,CVCL_2092,225,autonomic_ganglia,Primary,Neuroblastoma,,,SIDM01009,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,KELLY,ACH-000259,KELLY
KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,,,,,,CVCL_2971,,central_nervous_system,Primary,Brain Cancer,Oligodendroglioma,13,SIDM00784,,central_nervous_system,glioma,oligodendroglioma,,KG-1-C,ACH-000126,KG1C
KHM1B,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2972,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,53,,,plasma_cell,multiple_myeloma,,,KHM-1B,ACH-000564,KHM1B
KIJK,KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,3,-3.492070893,,RPMI + 20% FBS,83.2,CVCL_2093,,pleural_effusion,,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",15,,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,,KI-JK,ACH-000773,KIJK
KLE,KLE_ENDOMETRIUM,,924187,Female,ATCC,2,-3.200059325,Adherent,DMEM:F12 (1:1) + 10% FBS,56,CVCL_1329,2256,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,64,SIDM00686,,uterus,endometrial_adenocarcinoma,,,KLE,ACH-000293,KLE
KM12,KM12_LARGE_INTESTINE,,905989,Unknown,JCRB,3,-3.234897493,Adherent,RPMI + 10% FBS,80.1,CVCL_1331,1990,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00150,,colorectal,colorectal_adenocarcinoma,,MSI,KM12,ACH-000969,KM12
KMBC2,KMBC2_URINARY_TRACT,,,Unknown,HSRRB,2,-3.879925141,,DMEM + 10% FBS,70.6,CVCL_2977,,urinary_tract,Primary,Bladder Cancer,Carcinoma,,,,urinary_tract,bladder_carcinoma,,,KMBC-2,ACH-000862,KMBC2
KMH2,KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909976,Male,DSMZ,,,,,,CVCL_1330,313,pleural_effusion,Metastasis,Lymphoma,"B-cell, Hodgkins",37,SIDM01018,,lymphocyte,hodgkin_lymphoma,,,KM-H2,ACH-000815,KMH2
KMM1,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-3.80182347,,RPMI + 10% FBS,93.7,CVCL_2981,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,plasma_cell,multiple_myeloma,,,KMM-1,ACH-000889,KMM1
KMRC1,KMRC1_KIDNEY,,1298168,Male,HSRRB,3,-1.975643555,,DMEM + 10% FBS,78.4,CVCL_2983,1514,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,SIDM00611,,kidney,renal_cell_carcinoma,clear_cell,,KMRC-1,ACH-000684,KMRC1
KMRC2,KMRC2_KIDNEY,,,Male,HSRRB,2,-3.278167818,,F12 + 10% FBS,95.2,CVCL_2984,,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,,,kidney,renal_cell_carcinoma,clear_cell,,KMRC-2,ACH-000709,KMRC2
KMRC20,KMRC20_KIDNEY,,1298169,Unknown,HSRRB,2,-4.989228032,Adherent,RPMI + 10% FBS,84.8,CVCL_2986,1515,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,SIDM00609,,kidney,renal_cell_carcinoma,,,KMRC-20,ACH-000250,KMRC20
KMRC3,KMRC3_KIDNEY,,,Male,HSRRB,2,-5.021771562,Adherent,DMEM + 10% FBS,88.7,CVCL_2985,,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",,,,kidney,renal_cell_carcinoma,clear_cell,,KMRC-3,ACH-000313,KMRC3
KMS11,KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659817,Female,HSRRB,1,-2.759120466,Adherent,RPMI + 10% FBS,96.1,CVCL_2989,1308,pleural_effusion,Primary,Myeloma,Multiple Myeloma,67,SIDM00608,,plasma_cell,multiple_myeloma,,,KMS-11,ACH-000714,KMS11
KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907281,Female,DSMZ,0,-0.195610131,Suspension,RPMI + 20% FBS,97.2,CVCL_1334,2087,bone_marrow,Primary,Myeloma,Multiple Myeloma,64,SIDM01020,,plasma_cell,multiple_myeloma,,,KMS-12-BM,ACH-000380,KMS12BM
KMS18,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-3.414865658,Suspension,RPMI; 10% FBS,90.5,CVCL_A637,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,58,,,plasma_cell,multiple_myeloma,,,KMS-18,ACH-000658,KMS18
KMS21BM,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2991,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,plasma_cell,multiple_myeloma,,,KMS-21BM,ACH-000598,KMS21BM
KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-3.51697375,Suspension,RPMI + 10% FBS,76.1,CVCL_2992,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,50,,,plasma_cell,multiple_myeloma,,,KMS-26,ACH-000588,KMS26
KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2,-2.714293549,Suspension,RPMI + 10% FBS,89,CVCL_2993,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,,,plasma_cell,multiple_myeloma,,,KMS-27,ACH-000576,KMS27
KMS28BM,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,,,,,,CVCL_2994,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,77,,,plasma_cell,multiple_myeloma,,,KMS-28BM,ACH-000419,KMS28BM
KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,1,-2.155246269,,RPMI + 10% FBS,97.4,CVCL_2996,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,60,,,plasma_cell,multiple_myeloma,,,KMS-34,ACH-000541,KMS34
KNS42,KNS42_CENTRAL_NERVOUS_SYSTEM,,907282,Male,HSRRB,2,-3.123873494,Adherent,EMEM + 5% FBS,61.9,CVCL_0378,1149,central_nervous_system,Primary,Brain Cancer,Glioblastoma,16,SIDM00607,,central_nervous_system,glioma,glioblastoma,,KNS-42,ACH-000622,KNS42
KNS60,KNS60_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,1,-3.724518151,,DMEM + 5% FBS,71.2,CVCL_2798,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,55,,,central_nervous_system,glioma,glioblastoma,,KNS-60,ACH-000445,KNS60
KNS62,KNS62_LUNG,,753569,Male,ATCC,2,-4.602427822,Adherent,AlphaMEM + 10% FBS,79.8,CVCL_1335,1369,central_nervous_system,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",49,SIDM00606,,lung,NSCLC,NSCLC_squamous,,KNS-62,ACH-000858,KNS62
KNS81,KNS81_CENTRAL_NERVOUS_SYSTEM,,,Male,HSRRB,0,-1.854234835,,DMEM + 5% FBS,40,CVCL_2799,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65,SIDM00605,,central_nervous_system,glioma,glioblastoma,,KNS-81,ACH-000479,KNS81
KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330932,Male,HSRRB,1,-1.051070158,Suspension,AlphaMEM + 10% heat inactivated FBS,99.6,CVCL_1321,1325,bone_marrow,,Leukemia,"Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)",46,SIDM00018,,blood,AML,M2,,KO52,ACH-000498,KO52
KP2,KP2_PANCREAS,,1298218,Female,HSRRB,3,-2.435049644,,RPMI + 10% FBS,85,CVCL_3004,746,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM00582,,pancreas,exocrine,exocrine_adenocarcinoma,,KP-2,ACH-000281,KP2
KP3,KP3_PANCREAS,,1298219,Male,HSRRB,3,-4.002476984,,RPMI + 10% FBS,69.1,CVCL_3005,155,liver,Metastasis,Pancreatic Cancer,"Ductal Adenosquamous Carcinoma, exocrine",75,SIDM00571,,pancreas,exocrine,exocrine_adenosquamous,,KP-3,ACH-000108,KP3
KP4,KP4_PANCREAS,,753572,Male,RIKEN,4,-3.873244496,Adherent,DMEM:F12 (1:1) + 10% FBS,88.3,CVCL_1338,708,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",50,SIDM00301,,pancreas,exocrine,exocrine_adenocarcinoma,,KP4,ACH-000265,KP4
KPL1,KPL1_BREAST,,,Female,DSMZ,3,-3.414654755,Adherent,DMEM + 10% FBS,69.6,CVCL_2094,,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,50,SIDM00147,,breast,breast_carcinoma,ERpos_HER2neg,luminal,KPL-1,ACH-000028,KPL1
KPNSI9S,KPNSI9S_AUTONOMIC_GANGLIA,,,Male,HSRRB,0,-1.027595866,Adherent,RPMI + 10% FBS,54,CVCL_1340,,autonomic_ganglia,Metastasis,Neuroblastoma,,,,,peripheral_nervous_system,neuroblastoma,,,KP-N-SI9S,ACH-000446,KPNSI9S
KPNYN,KPNYN_AUTONOMIC_GANGLIA,,907314,Male,HSRRB,3,-1.671591818,Mixed adherent and suspension,RPMI + 10% FBS,52.9,CVCL_1341,1977,lymph_node,Metastasis,Neuroblastoma,,2,SIDM00556,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,KP-N-YN,ACH-000227,KPNYN
KU1919,KU1919_URINARY_TRACT,,907312,Male,DSMZ,2,-4.256240039,Adherent,RPMI + 10% heat inactivated FBS,66.7,CVCL_1344,892,urinary_tract,,Bladder Cancer,Transitional Cell Carcinoma,76,SIDM01033,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,KU-19-19,ACH-000486,KU1919
KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907311,Male,ATCC,2,-3.287602523,,RPMI + 10% FBS,72.3,CVCL_0379,598,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",38,SIDM00308,,blood,CML,blast_crisis,,KU812,ACH-000074,KU812
KURAMOCHI,KURAMOCHI_OVARY,,909975,Female,HSRRB,3,-5.855149713,,RPMI + 10% FBS,52.1,CVCL_1345,854,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00554,,ovary,ovary_adenocarcinoma,high_grade_serous,,KURAMOCHI,ACH-000524,KURAMOCHI
KYM1,KYM1_SOFT_TISSUE,,1240166,Male,HSRRB,2,-3.13156498,Mixed adherent and suspension,DMEM:F12 (1:1) + 10% FBS,47.3,CVCL_3007,1344,soft_tissue,Primary,Rhabdoid,Malignant Rhabdoid Tumor,1,SIDM00552,,soft_tissue,malignant_rhabdoid_tumor,,,KYM-1,ACH-000607,KYM1
KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-2.282477909,Suspension,RPMI + 20% FBS,59.7,CVCL_2095,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",22,,,blood,CML,blast_crisis,,KYO-1,ACH-000604,KYO1
KYSE140,KYSE140_OESOPHAGUS,,753573,Male,DSMZ,2,-4.754145179,Adherent,RPMI + 10% FBS,93,CVCL_1347,951,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,54,SIDM01032,,esophagus,esophagus_squamous,,,KYSE-140,ACH-000823,KYSE140
KYSE150,KYSE150_OESOPHAGUS,,907317,Female,DSMZ,2,-3.331542269,Adherent,RPMI:F12 (1:1) + 10% FBS,86.4,CVCL_1348,407,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,49,SIDM01031,,esophagus,esophagus_squamous,,,KYSE-150,ACH-000855,KYSE150
KYSE180,KYSE180_OESOPHAGUS,,907318,Male,DSMZ,2,-5.414419742,Adherent,RPMI + 10% FBS,67.9,CVCL_1349,599,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,53,SIDM01030,,esophagus,esophagus_squamous,,,KYSE-180,ACH-000693,KYSE180
KYSE30,KYSE30_OESOPHAGUS,,,Male,DSMZ,2,-3.851304217,Adherent,RPMI:F12 (1:1) + 20% FBS,89,CVCL_1351,,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,64,SIDM00015,,esophagus,esophagus_squamous,,,KYSE-30,ACH-000777,KYSE30
KYSE410,KYSE410_OESOPHAGUS,,753574,Male,DSMZ,2,-4.254809444,Adherent,RPMI + 10% FBS,91.3,CVCL_1352,952,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,51,SIDM01028,,esophagus,esophagus_squamous,,,KYSE-410,ACH-000809,KYSE410
KYSE450,KYSE450_OESOPHAGUS,,907320,Male,DSMZ,2,-4.860007892,Adherent,RPMI:F12 (1:1) + 10% FBS,75.3,CVCL_1353,60,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,59,SIDM01027,,esophagus,esophagus_squamous,,,KYSE-450,ACH-000865,KYSE450
KYSE510,KYSE510_OESOPHAGUS,,907321,Female,DSMZ,2,-3.447303457,,RPMI + 10% FBS,94,CVCL_1354,893,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,67,SIDM01026,,esophagus,esophagus_squamous,,,KYSE-510,ACH-000824,KYSE510
KYSE520,KYSE520_OESOPHAGUS,,753575,Female,DSMZ,1,-3.087818404,Adherent,RPMI + 10% FBS,93.8,CVCL_1355,894,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM01025,,esophagus,esophagus_squamous,,,KYSE-520,ACH-000637,KYSE520
KYSE70,KYSE70_OESOPHAGUS,,753576,Male,DSMZ,2,-5.230658721,,RPMI + 10% FBS,86.4,CVCL_1356,2219,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,77,SIDM01024,,esophagus,esophagus_squamous,,,KYSE-70,ACH-000784,KYSE70
L1236,L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330935,Male,DSMZ,2,-4.46100868,Mixed adherent and suspension,RPMI + 10% FBS,93.3,CVCL_2096,408,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Hodgkins",34,SIDM00313,,lymphocyte,hodgkin_lymphoma,,,L-1236,ACH-000702,L1236
L33,L33_PANCREAS,,,Female,Academic lab,2,-3.959597738,Adherent,DMEM + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 1mM NEAA,48.1,CVCL_8147,,lymph_node,Metastasis,Pancreatic Cancer,Ductal Adenosquamous Carcinoma,,,,pancreas,exocrine,exocrine_adenosquamous,,L3.3,ACH-000685,L33
L363,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924239,Female,DSMZ,2,-4.327525264,Suspension,RPMI + 15% FBS,94.9,CVCL_1357,2224,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,36,SIDM00312,,plasma_cell,multiple_myeloma,,,L-363,ACH-000183,L363
L428,L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907322,Female,DSMZ,2,-3.314440848,,RPMI + 10% FBS,88.1,CVCL_1361,1804,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",37,SIDM00327,,lymphocyte,hodgkin_lymphoma,,,L-428,ACH-000754,L428
L540,L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907323,Female,DSMZ,0,-1.78447162,,RPMI + 20% FBS,59.3,CVCL_1362,651,bone_marrow,,Lymphoma,"B-cell, Hodgkins",20,SIDM00329,,lymphocyte,hodgkin_lymphoma,,,L-540,ACH-000806,L540
LAMA84,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907783,Female,DSMZ,,,,,,CVCL_0388,709,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",29,SIDM00346,,blood,CML,blast_crisis,,LAMA-84,ACH-000301,LAMA84
LC1F,LC1F_LUNG,LC-1/sq-SF,,Male,RIKEN,,,,,,CVCL_1372,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,SIDM00298,,lung,NSCLC,NSCLC_squamous,,LC-1F,ACH-000705,LC1F
LC1SQSF,LC1SQSF_LUNG,LC-1F,,Male,RIKEN,,,,,,CVCL_5480,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,SIDM01226,,lung,NSCLC,NSCLC_squamous,,LC-1/SQ-SF,ACH-001113,LC1SQSF
LCLC103H,LCLC103H_LUNG,,753586,Male,DSMZ,2,-4.440616414,Adherent,RPMI + 10% FBS,93.6,CVCL_1375,1502,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61,SIDM00345,,lung,NSCLC,NSCLC_large_cell,,LCLC-103H,ACH-000627,LCLC103H
LCLC97TM1,LCLC97TM1_LUNG,,946361,Male,DSMZ,2,-3.021173501,,RPMI + 20% FBS,48.6,CVCL_1376,485,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44,SIDM00344,,lung,NSCLC,NSCLC_large_cell,,LCLC-97TM1,ACH-000596,LCLC97TM1
LI7,LI7_LIVER,,,Male,RIKEN,2,-5.531055568,,RPMI + 10% FBS,93.1,CVCL_3840,,liver,,Liver Cancer,,45,,,liver,,,,LI-7,ACH-000471,LI7
LK2,LK2_LUNG,,687787,Male,RIKEN,3,-3.899643158,Adherent,DMEM + 10% FBS,81.5,CVCL_1377,45,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00548,,lung,NSCLC,NSCLC_squamous,,LK-2,ACH-000769,LK2
LMSU,LMSU_STOMACH,,,Female,RIKEN,2,-3.487714038,,F12 + 10% FBS,86.2,CVCL_4849,,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,27,,,gastric,gastric_adenocarcinoma,,,LMSU,ACH-000255,LMSU
LN18,LN18_CENTRAL_NERVOUS_SYSTEM,,1240168,Male,ATCC,2,-3.922834563,Adherent,DMEM + 5% FBS,80.5,CVCL_0392,1503,central_nervous_system,Primary,Brain Cancer,Glioblastoma,65,SIDM00685,,central_nervous_system,glioma,glioblastoma,,LN-18,ACH-000819,LN18
LN229,LN229_CENTRAL_NERVOUS_SYSTEM,,1240169,Female,ATCC,2,-5.631220498,Adherent,DMEM + 5% FBS,90,CVCL_0393,1504,central_nervous_system,Primary,Brain Cancer,Glioblastoma,60,SIDM00684,,central_nervous_system,glioma,glioblastoma,,LN-229,ACH-000595,LN229
LNCAPCLONEFGC,LNCAPCLONEFGC_PROSTATE,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788,Male,ATCC,2,-3.484255624,Mixed adherent and suspension,RPMI + 10% FBS,97.2,CVCL_1379,2080,lymph_node,Metastasis,Prostate Cancer,Adenocarcinoma,50,SIDM00683,,prostate,prostate_adenocarcinoma,,,LNCAP CLONE FGC,ACH-000977,LNCAPCLONEFGC
LOUNH91,LOUNH91_LUNG,,1298226,Female,DSMZ,,,,,,CVCL_2104,1506,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",64,SIDM00341,,lung,NSCLC,NSCLC_squamous,,LOU-NH91,ACH-000176,LOUNH91
