ORISPL,Plant Name,Retirement Date,UTLSRVID,ret_STATUS,Date of Last Unit or Planned Retirement,Total Nameplate Capacity (MW),Retiring Capacity,Average Capacity Factor,Generator Size Weighted Capacity Factor (%),Age,Generator Size Weighted Age,Summed Generator annual net generation (MWh),Age at Retirement,Percent Capacity Retiring,State,2022 SO2 Emissions (tons),2021 vs 2022 SO2 Emissions (%),2022 SO2 Emission Rate (lb/mmBtu),2022 NOX Emissions (tons),2022 NOX Emission Rate (lb/mmBtu),2022 CO2 Emissions (tons),2021 vs 2022 CO2 Emissions (%),2022 CO2 Emission Rate (lb/mmBtu),2022 Hg Emissions (lbs),2022 Hg Emission Rate (lb/TBtu),Facility has one or more low-emitting EGUs (LEE) units that do not report hourly emissions,eGRID subregion name,eGRID subregion coal generation percent (resource mix),eGRID subregion gas generation percent (resource mix),eGRID subregion wind generation percent (resource mix),eGRID subregion solar generation percent (resource mix),"Hospital Admits, All Respiratory",Infant Mortality,"Hospital Admits, Cardiovascular (except heart attacks)",$ Work Loss Days,$ Mortality (low estimate),$ Asthma Exacerbation,total population (ACS2018),National percentile for Demographic Index,National percentile for People of Color Population,National percentile for Low Income Population,National percentile for Population with Less Than High School Education,PM 2.5 Emssions (tons),PM 2.5 Emission Rate (lb/MWh),Mapped Fuel Type,coal_FUELS,Number of Coal Generators,NONcoal_FUELS,Total Cost of Emissions Control Equiptment Retrofits Installed since 2012 ($),Plant Coal Percentage (%),2020 Net Cashflow,Average Cashflow,Forward Costs,Coal Debt Securitization Policy,State coal generation percent (resource mix),State gas generation percent (resource mix),LAT,LON,Governor Party,Legislation Majority Party,Estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Change from 2018 to 2021 in trhe estimated percentage who somewhat/strongly oppose setting strict limits on existing coal-fire power plants,Average PM Results (lb/mmBtu),FIPS,Cheapest Renewable Resource,Difference between cheapest renewables and coal ($/MWh),Renewables or Coal,Percent difference,Sector,Utility Name,Ownership Type,Final Target Summary,Attainment Year,Interim Target(s) Summary,Mandatory or Voluntary Target,Target Scope
7097,J K Spruce,2027.0,16604,2,2028.0,1488.5,1488.5,0.5469999999999999,0.5623281827342963,22.0,20,7329045.0,35.0,1.0,TX,1125.464,0.176820444,0.029920374,3390.771,0.090143386,7718659.13,-0.1197362,205.199958,28.2418815,0.375404123,,ERCOT All,0.176715825637824,0.465173142867919,0.21843418551505,0.0349705807483189,0.5246,0.0198,0.5288,73610.57,28044310.43,6208.87,3188,75,73,69,81,156.37,0.058516691,Coal,"['SUB', 'SUB']",2,0,6908000,0.987299922501227,7144021.012658292,66154801.19528837,27.605789,None,0.184801255632154,0.482872080083905,29.309722,-98.3203,Republican,Republican,29.927,6.111999999999998,0.0,48029,regional wind,12.323251,renewables,0.4464009704631156,Electric Utility,City of San Antonio - (TX),Municipal,,,,,
7213,Clover,,19876,0,,848.0,0.0,0.12,0.12,27.5,28,892660.0,,0.0,VA,193.56,-0.4076477,0.054074896,957.209,0.267415672,734507.26,-0.3025206,205.199442,,,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,0.5399,0.0134,0.5563,57027.83,25189490.34,4214.94,675,65,66,57,76,198.617075,0.320188736,Coal,"['BIT', 'BIT']",2,0,0,0.995230614119598,-25706728.04388479,10424164.14997023,59.613449,None,0.032388652311711,0.574492873921185,36.869,-78.704,Democrat,Democrat,44.091,5.316000000000003,0.01,51083,local solar,34.78624600000001,renewables,0.5835301695092328,Electric Utility,Virginia Electric & Power Co,Investor Owned,,,,,
7242,Polk,,18454,0,,192.9,0.0,0.14,0.14,27.0,27,236487.0,,0.0,,,,,,,,,,,,,FRCC All,0.0774167343872345,0.735206632639374,0.0,0.0364281756334415,,,,,,,48,72,62,82,85,144.5774916,0.042686816,Gas,['SGC'],1,"['SGP', 'NG', 'NG', 'NG', 'NG', 'NG']",0,0.0,,,,None,0.074678734025661,0.740780814427665,27.7286,-81.9897,Republican,Republican,33.568,4.409999999999997,,12105,,,,,Electric Utility,Tampa Electric Co,Investor Owned,Net-zero carbon emissions from power plants by 2050,2050.0,60% reduction in CO2 emissions by 2025; 80% reduction in CO2 emissions by 2040 (2000 baseline),Voluntary,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
7343,George Neal South,,12341,0,,695.9,0.0,0.238,0.238,44.0,44,1448006.0,,0.0,IA,1953.178,-0.2542965,0.366331542,951.719,0.178501237,1118382.0,-0.2840911,209.759992,6.29438262,0.59027669,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,0.7388,0.0215,0.7348,82200.48,37608147.17,6615.09,361,10,10,30,37,72.98568134,0.220645534,Coal,['RC'],1,0,281243000,0.996467740428573,-3659874.26055654,18220412.45146179,36.869297,None,0.328973043305685,0.096186892878803,42.3006,-96.3617,Republican,Republican,41.702,3.687999999999995,,19193,regional wind,20.49832,renewables,0.5559726294754143,Electric Utility,MidAmerican Energy Co,Investor Owned,Zero CO2e emissions by 2045 (applies to electric generating units),2045.0,--,Mandatory,Not explicitly addressed
7504,Neil Simpson II,,19545,0,,90.0,0.0,0.78,0.78,28.0,28,615139.0,,0.0,WY,416.939,0.116945497,0.103425352,619.257,0.153612095,845610.598,0.00854935,209.761077,,,Yes,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,0.1884,0.0058,0.1873,21363.41,9134578.41,1718.68,2272,56,44,70,55,54.0308,0.149014308,Coal,['SUB'],1,['NG'],581000,0.87417734630855,9311564.689144475,8396149.472671023,19.288828,None,0.737173959299694,0.0345300275742697,44.2856,-105.3833,Republican,Republican,60.063,5.169000000000004,,56005,regional wind,3.057240999999998,renewables,0.1584980176089495,Electric Utility,"Black Hills Power, Inc.",Investor Owned,,,,,
7790,Bonanza,2030.0,40230,2,2030.0,499.5,499.5,0.666,0.666,37.0,37,2916083.0,44.0,1.0,,,,,,,,,,,,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,1.096,0.0376,1.0665,145411.14,56637242.14,11982.06,0,0,0,0,0,444.5273,0.272918647,Coal,['BIT'],1,0,0,0.998814893801746,14725400.84504317,22471614.44502309,34.526981,Introduced,0.619721191398972,0.250962634205044,40.0864,-109.2844,Republican,Republican,52.746,1.311,,49047,local solar,16.111818,renewables,0.4666442745167902,Electric Utility,Deseret Generation & Tran Coop,,,,,,
8023,Columbia (WI),2026.0,20856,2,2026.0,556.0,556.0,0.622,0.622,45.0,45,3030924.0,48.0,1.0,WI,1341.49,-0.2865182,0.057789168,2147.677,0.092518369,4868703.95,-0.3042691,209.735704,23.5203255,0.506608339,,MRO East,0.543805248165843,0.321489359248578,0.0310464765618529,0.0125037417174954,1.3509,0.0357,1.3701,141618.38,66049490.19,10877.1,2077,9,14,23,39,95.21848409,0.036714952,Coal,"['RC', 'RC']",2,0,676901000,0.998985969420201,-11973333.22715859,10103090.87559682,31.069471,Passed,0.427155986913532,0.331681515035916,43.4864,-89.4203,Democrat,Republican,40.256,5.454000000000001,0.001000000000000001,55021,regional wind,8.834105000000001,renewables,0.2843339366801579,Electric Utility,Wisconsin Power & Light Co,Investor Owned,,,,,
8042,Belews Creek,,5416,0,,2491.2,0.0,0.413,0.413,48.5,48,9010016.0,,0.0,NC,1980.611,-0.1701849,0.044982917,6047.581,0.137350462,6489831.07,-0.1472829,147.394684,17.0392376,0.193494486,,SERC Virginia/Carolina,0.133767415643252,0.38051465823863,0.00443649094913329,0.0469564163160011,3.9626,0.0986,4.072,405311.58,183272216.07,30134.33,2150,42,29,65,56,547.57,0.20504661,Coal,"['BIT', 'BIT']",2,0,0,0.650048579270003,-46032693.2036352,-175517.2105850462,39.605368,Passed,0.157285066830212,0.365449664813441,36.2811,-80.0603,Democrat,Republican,57.076,15.219,0.007358333333333333,37169,local solar,20.545514,renewables,0.5187557908816804,Electric Utility,"Duke Energy Carolinas, LLC",Investor Owned,,,,,
8066,Jim Bridger,2037.0,14354,2,2037.0,2441.9,2441.9,0.4835,0.483633604979729,47.0,47,10342840.0,63.0,1.0,WY,7627.024,-0.0728356,0.13161549,6552.306,0.113069654,12155439.2,0.026289243,209.759938,95.1535852,0.821007361,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,5.4314,0.1764,5.2918,714060.24,278991021.15,57197.23,0,0,0,0,0,766.52,0.146582111,Coal,"['SUB', 'SUB', 'SUB', 'SUB']",4,0,344323000,0.999164596703621,82143792.84580944,31263877.16485131,40.575029,None,0.737173959299694,0.0345300275742697,41.7378,-108.7875,Republican,Republican,55.607,-1.975999999999999,0.046,56037,regional wind,25.690222,renewables,0.6331535092679785,Electric Utility,PacifiCorp,Investor Owned,"100% renewable energy and zero-carbon resources by 2045 (CA); 100% GHG-emission-free electricity by 2040 (OR); 100% GHG-neutral electricity by 2030, 100% non-emitting and renewable electricity by 2045 (WA)",2040.0,--,Mandatory,Not explicitly addressed
8069,Huntington,2036.0,14354,2,2036.0,1037.3,1037.3,0.6905,0.6890370191844211,47.5,47,6263658.0,62.0,1.0,UT,2518.817,-0.063759,0.082719839,5827.832,0.191390372,6248339.84,-0.0865824,205.200165,,,Yes,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,1.404,0.0484,1.3679,190086.94,73224007.77,15631.57,44,25,30,35,25,222.3368615,0.098481437,Coal,"['BIT', 'BIT']",2,0,0,0.999651687401169,20434650.13848918,52009862.20381444,30.964886,Introduced,0.619721191398972,0.250962634205044,39.3792,-111.0781,Republican,Republican,61.435,-1.257999999999996,0.012,49015,local solar,13.086348,renewables,0.4226189626533746,Electric Utility,PacifiCorp,Investor Owned,"100% renewable energy and zero-carbon resources by 2045 (CA); 100% GHG-emission-free electricity by 2040 (OR); 100% GHG-neutral electricity by 2030, 100% non-emitting and renewable electricity by 2045 (WA)",2040.0,--,Mandatory,Not explicitly addressed
8102,"Gavin Power, LLC",,61135,0,,2600.0,0.0,0.6065,0.6065,48.5,48,13806727.0,,0.0,OH,20338.67,-0.2114536,0.338274061,5450.723,0.090656774,12337612.3,-0.1619736,205.199957,54.9972815,0.457359153,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,23.6107,0.5622,23.3557,2352099.33,1146283408.99,174254.22,2264,26,10,51,62,565.3859272,0.086350333,Coal,"['RC', 'RC']",2,0,0,0.997818446188072,-18120085.80250305,107032283.6955187,34.20518,None,0.363510582472614,0.446241978357804,38.9347,-82.1158,Republican,Republican,61.3,0.4510000000000005,0.00885,39053,regional wind,8.406431999999999,renewables,0.2457648812255921,IPP Non-CHP,"Gavin Power, LLC",,,,,,
8219,Ray D Nixon,2030.0,3989,2,2030.0,207.0,207.0,0.639,0.639,43.0,43,1158854.0,50.0,1.0,CO,526.094,0.03801904,0.084239351,1042.871,0.166986843,1309555.47,0.037653382,209.688959,,,Yes,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,0.2852,0.0096,0.28,38167.93,14766809.57,3041.37,4579,56,60,48,38,16.4909,0.026244914,Coal,['SUB'],1,"['NG', 'NG']",88213000,0.995041368290248,14192575.26564952,12481810.71572075,32.250033,Passed,0.415290737280412,0.256187112275357,38.633451,-104.70577,Democrat,Democrat,36.701,4.745000000000001,,8041,local solar,17.643664,renewables,0.547089796776332,Electric Utility,City of Colorado Springs - (CO),Municipal,,,,,
8222,Coyote,,14232,0,,450.0,0.0,0.625,0.625,42.0,42,2464159.0,,0.0,ND,11606.303,-0.0850008,0.906449703,5422.335,0.423483167,2787970.81,-0.0884111,217.739905,58.3551166,2.27876086,,MRO West,0.396297125282506,0.106366573063201,0.345720184405131,0.00918344126568264,6.7036,0.185,6.7274,702528.92,317942367.75,54943.57,90,17,23,30,58,447.96,0.375533643,Coal,['LIG'],1,0,1589000,0.99726628720314,-31196477.42080414,-5275420.758427605,36.153847,None,0.567079910255583,0.0366637556112879,47.221447,-101.815722,Republican,Republican,62.765,2.816000000000003,0.0,38057,regional wind,21.212176,renewables,0.5867197479703888,Electric Utility,Otter Tail Power Co,Investor Owned,97% reduction in carbon emissions from owned generation resources by 2050 (2005 baseline) (Voluntary); 100% carbon-free electricity by 2040 (applies to all retail electric sales in the State of Minnesota) (Mandatory),2050.0,50% reduction in carbon emissions from owned generation resources by 2025 (2005 baseline),Both,Does not utilize the GHG Protocol Corporate Standard to define the scope of its Carbon-Reduction Target
8223,Springerville,2027.0,24211,1,2027.0,1765.8,424.8,0.5245,0.525348623853211,25.5,25,8127656.0,,0.2405708460754332,AZ,5671.204,-0.056728,0.145002243,4494.873,0.114925625,8200210.74,-0.1178087,209.664287,30.8104664,0.393883444,,WECC Southwest,0.15975769434659,0.467869115269809,0.0520281488097487,0.0598274555723869,3.4061,0.1023,3.365,416069.11,170927133.1,32881.74,7,70,65,73,80,276.9801528,0.073312799,Coal,"['SUB', 'SUB', 'RC', 'RC']",4,"['SUN', 'SUN', 'SUN']",4203000,0.994853100201605,21109130.58308477,14754099.65398108,39.44495,None,0.131792167085202,0.441896059332372,34.3186,-109.1639,Republican,Republican,38.67,2.568000000000005,0.00849,4001,local solar,26.178277,renewables,0.6636661220257599,Electric Utility,Tucson Electric Power Co,Investor Owned,Net-zero direct greenhouse gas emissions by 2050,2050.0,80% reduction in CO2 emissions by 2035 (2005 baseline),Voluntary,Scope 1
8224,North Valmy,2025.0,17166,2,2025.0,567.0,567.0,0.3135,0.3155111111111112,40.0,40,1568146.0,44.0,1.0,NV,3457.859,0.445107497,0.414657593,2269.332,0.27213248,1749202.36,-0.0236051,209.759866,4.84582583,0.29054951,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,1.9247,0.0582,1.8869,239341.26,97652807.43,18897.61,0,0,0,0,0,43.5201,0.093371237,Coal,"['BIT', 'BIT']",2,0,10209000,0.996377608991114,5924414.298947515,3208816.638694949,48.939582,None,0.0659696584453055,0.626266509861689,40.881317,-117.151605,Democrat,Democrat,47.304,1.512,0.013425,32013,regional solar,31.103016,renewables,0.6355390612040781,Electric Utility,Sierra Pacific Power Co,,,,,,
10143,Colver Green Energy,,9379,0,,118.0,0.0,0.623,0.623,28.0,28,643626.0,,0.0,PA,2583.912,0.107300375,0.535433921,610.976,0.126605424,1016494.56,0.121658739,210.636302,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,2.2659,0.051,2.4077,235280.76,117033360.53,17029.47,1712,15,9,42,53,11.98908,0.049215044,Coal,['WC'],1,0,0,0.999995747530378,-4968194.509271233,3976573.023554349,25.308599,None,0.121210149334547,0.524930088751098,40.55,-78.8,Democrat,Republican,44.671,7.351999999999997,0.009649999999999999,42021,regional wind,10.240113,renewables,0.4046100299743973,IPP Non-CHP,"Inter-Power/AhlCon Partners, L.P.",,,,,,
10151,Grant Town Power Plant,,563,0,,95.7,0.0,0.753,0.753,31.0,31,631409.0,,0.0,WV,2039.268,0.121830516,0.504791361,892.786,0.220996289,828980.403,-0.0175448,205.202134,,,Yes,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,1.8065,0.0392,1.8895,172134.23,85543704.26,12446.15,3292,32,20,57,63,185.87342,0.601795024,Coal,['WC'],1,0,0,0.993327656062323,,,31.710592,None,0.90608161803614,0.0398721574129053,39.561831,-80.163138,Republican,Republican,42.705,6.058999999999997,0.01725,54049,regional wind,17.596607,renewables,0.554912598288925,IPP Non-CHP,American Bituminous Power LP,,,,,,
10603,Ebensburg Power,,5670,0,,57.6,0.0,0.459,0.459,33.0,33,231799.0,,0.0,PA,1530.236,0.497087489,0.58357613,229.225,0.087418044,555117.909,0.453017385,211.701699,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,1.1063,0.0249,1.1754,114882.29,57130392.48,8315.22,6212,15,4,43,49,27.02,0.186245925,Coal,['WC'],1,0,0,0.996469510283142,-6623199.843872358,-1786559.859400998,33.864839,None,0.121210149334547,0.524930088751098,40.455,-78.7472,Democrat,Republican,44.671,7.351999999999997,0.0033,42021,regional wind,18.796353,renewables,0.5550403768345097,IPP Non-CHP,Ebensburg Power Co,,,,,,
10671,River Valley,,14063,0,,350.0,0.0,0.336,0.336,33.0,32,1030739.0,,0.0,OK,775.733,0.219619681,0.168662507,1019.619,0.221689031,959966.758,-0.2999237,208.719238,6.4170271,0.697605929,Yes,SPP South,0.268210529244418,0.359958247099831,0.293684315700623,0.00411465547185108,0.2095,0.006,0.2112,21012.67,9643897.77,1684.25,2780,66,52,81,76,78.191,0.197192831,Coal,"['SUB', 'SUB']",2,0,0,0.977856326340337,,,41.99384,None,0.13926152137152,0.419260864220978,35.1931,-94.6458,Republican,Republican,50.085,9.014000000000005,0.01296666666666667,40079,regional wind,29.521252,renewables,0.7029900575893988,Electric Utility,Oklahoma Gas & Electric Co,Investor Owned,50% reduction in CO2 emissions by 2030 (2005 baseline),2030.0,--,Voluntary,Scope 1;Scope 2
10784,Colstrip Energy LP,,4217,0,,46.1,0.0,0.797,0.797,33.0,33,322000.0,,0.0,,,,,,,,,,,,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,,,,,,,23,19,4,49,30,22.56555192,0.165825631,Coal,['WC'],1,0,0,0.999197354042253,,,,Passed,0.435966310755369,0.0211763074463284,45.9752,-106.6547,Republican,Republican,52.753,-0.0619999999999976,,30087,,,,,IPP Non-CHP,Colstrip Energy LP,,,,,,
50030,Nelson Industrial Steam Company,,11241,0,,614.6,0.0,0.284,0.284,41.0,41,1530031.0,,0.0,,,,,,,,,,,,,SERC Mississippi Valley,0.111045414931352,0.58888533837406,0.0,0.00337816009170325,,,,,,,8931,32,26,52,81,105.473156,0.101557211,Oil,['SUB'],1,"['PC', 'PC']",0,0.497604372489929,,,,Passed,0.0810242880356293,0.646874472712293,30.2844,-93.2911,Democrat,Republican,47.274,6.265000000000001,,22019,,,,,Electric Utility,Entergy Louisiana LLC,Investor Owned,,,,,
50308,Utility Plants Section,,56389,0,,20.0,0.0,0.37125,0.37125,59.5,59,65058.0,,0.0,,,,,,,,,,,,,ASCC Alaska Grid,0.152911096541964,0.606059858710474,0.0207283496974878,0.0,,,,,,,22444,60,59,58,44,1.875608387,0.054571885,Coal,"['SUB', 'SUB', 'SUB', 'SUB']",4,0,0,1.0,,,,None,0.114075624112421,0.467487144463062,64.825601,-147.648627,Republican,Republican,36.598,4.170999999999999,,2090,,,,,Electric Utility,Doyon Utilities - Ft. Wainwright,,,,,,
50611,Westwood Generation LLC,,58224,0,,36.0,0.0,0.465,0.465,36.0,36,146673.0,,0.0,PA,309.147,0.221533817,0.172449355,270.831,0.151075803,423705.774,0.248013729,236.352891,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,0.2981,0.0068,0.3133,31109.47,14703689.53,2273.49,1300,25,6,56,59,8.84556,0.092716381,Coal,['WC'],1,0,0,0.993574556963958,-5566494.642013745,-1084521.752916894,43.354655,None,0.121210149334547,0.524930088751098,40.6191,-76.45,Democrat,Republican,44.657,7.132999999999996,0.0,42107,regional wind,28.286169,renewables,0.6524367221928072,IPP Non-CHP,"Rausch Creek Generation, LLC",,,,,,
50776,Panther Creek Energy Facility,,14432,0,,94.0,0.0,0.155,0.155,31.0,31,127227.0,,0.0,PA,390.585,2.83016592,0.100548099,359.262,0.092484635,,,,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,,,,,,,9206,48,25,74,54,1.3666,0.045445023,Coal,['WC'],1,0,0,0.985382253996679,,,58.558347,None,0.121210149334547,0.524930088751098,40.8556,-75.8781,Democrat,Republican,53.059,18.014,,42025,regional wind,43.489861,renewables,0.7426756940389728,IPP Non-CHP,"Panther Creek Power Operating, LLC",,,,,,
50888,Northampton Generating Company LP,,23013,0,,134.1,0.0,0.053,0.053,28.0,28,62055.0,,0.0,PA,225.565,4.57033141,0.086006243,206.88,0.078881793,601721.4,3.54087648,229.431858,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,,,,,,,36599,33,37,41,49,0.85472,0.180950566,Coal,['WC'],1,0,0,0.862799419869471,1511.378795351269,6058647.631595155,,None,0.121210149334547,0.524930088751098,40.6917,-75.4792,Democrat,Republican,36.724,6.973999999999997,,42095,,,,,IPP Non-CHP,"EIF Northampton GP, LLC",,,,,,
50951,Sunnyside Cogen Associates,,21734,0,,58.1,0.0,0.788,0.788,30.0,30,400898.0,,0.0,,,,,,,,,,,,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,,,,,,,1572,62,44,81,66,12.269853,0.076192757,Coal,['WC'],1,0,0,0.996055043975587,8684730.11598705,10154060.38959367,,Introduced,0.619721191398972,0.250962634205044,39.5472,-110.3917,Republican,Republican,49.09,4.468000000000004,,49007,,,,,IPP Non-CHP,Sunnyside Cogeneration Assoc,,,,,,
50974,Scrubgrass Reclamation CO. LP.,,16814,0,,94.7,0.0,0.368,0.368,30.0,30,305379.0,,0.0,PA,1574.588,0.514935885,0.538231161,286.167,0.097818602,613140.306,0.238858938,209.585757,,,Yes,RFC East,0.103191425055088,0.486994729476926,0.00994321759324901,0.00786261471566719,,,,,,,595,25,9,54,43,1.035212,0.351336162,Coal,['WC'],1,0,0,0.986716512836289,,,36.269732,None,0.121210149334547,0.524930088751098,41.2691,-79.8134,Democrat,Republican,43.133,7.225000000000001,0.01,42121,regional wind,21.201246,renewables,0.5845437733038666,IPP Non-CHP,Scrubgrass Reclamation CO. LP.,,,,,,
55076,Red Hills Generating Facility,,3593,0,,513.7,0.0,0.613,0.613,22.0,22,2760090.0,,0.0,MS,2883.069,0.01398977,0.168250281,1832.007,0.106912354,3727627.5,0.056988473,217.537067,43.0947251,1.25746203,,SERC Tennessee Valley,0.316060505934419,0.261848440655225,0.000131165943189808,0.00326755649983014,1.4145,0.0335,1.4043,111800.74,54611860.88,8763.96,484,35,39,42,76,141.55,0.121713708,Coal,['RC'],1,0,17800000,0.997361954903934,-11124920.90083542,-16211352.99599151,40.876255,None,0.0816657136380364,0.717934352764861,33.3761,-89.2183,Republican,Republican,56.094,1.381,0.0155,28019,local solar,21.732555,renewables,0.5316669787875626,IPP Non-CHP,"Choctaw Generation L.P, L.L.L.P.",,,,,,
55479,Wygen 1,,19545,0,,90.0,0.0,0.661,0.661,20.0,20,521516.0,,0.0,WY,388.996,0.468757434,0.088941688,571.079,0.130573914,917404.36,0.296024797,209.759206,,,Yes,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,0.2092,0.0064,0.208,23712.01,10140468.59,1907.27,2272,56,44,70,55,90.409,0.258675792,Coal,['SUB'],1,0,397000,0.997845671069607,12218588.85911019,10948232.37264987,,None,0.737173959299694,0.0345300275742697,44.2858,-105.3833,Republican,Republican,60.063,5.169000000000004,,56005,,,,,IPP Non-CHP,"Black Hills Power, Inc.",Investor Owned,,,,,
55749,Hardin Generator Project,,16233,0,,115.7,0.0,0.475,0.475,17.0,17,481674.0,,0.0,MT,231.773,-0.2377543,0.060890836,281.0,0.073823633,796910.018,0.05453273,209.362252,1.26651116,0.166367358,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,0.0838,0.0025,0.0796,9799.66,4187577.9,781.46,4132,80,73,84,63,4.6282,0.179019843,Coal,['SUB'],1,0,0,0.993994593828999,601081.0613725656,2435632.902964318,36.113192,Passed,0.435966310755369,0.0211763074463284,45.7578,-107.6,Republican,Republican,34.113,2.702999999999999,0.001,30003,regional wind,23.293036,renewables,0.6450007520797386,IPP Non-CHP,Heorot Power Management,,,,,,
55856,Prairie State Generating Station,,15330,0,,1766.0,0.0,0.8200000000000001,0.8200000000000001,11.0,12,12685744.0,,0.0,IL,9186.497,-0.128196,0.157808015,3701.646,0.06358783,11945331.7,-0.1211282,205.199988,61.7676857,0.530530617,,SERC Midwest,0.674326451274613,0.110060796736299,0.0791262703956329,0.00360824342507631,7.8718,0.2047,7.9155,747865.41,356488612.78,57668.92,304,15,10,38,66,238.4221,0.042168513,Coal,"['BIT', 'BIT']",2,0,291105000,0.998159524080176,9320643.581941864,28499920.82656355,20.472259,None,0.237104081209513,0.113896706725928,38.279167,-89.666944,Democrat,Democrat,33.89,5.371000000000002,0.01118689912826894,17163,regional wind,0.003218000000000387,renewables,0.000157188320057908,IPP Non-CHP,Prairie State Generating Co LLC,,,,,,
56068,Elm Road Generating Station,,20847,0,,1402.6,0.0,0.627,0.627,12.5,12,7703887.0,,0.0,WI,373.633,-0.352074,0.013420959,1795.153,0.06448219,5834959.83,-0.2472175,209.592714,23.1749726,0.416224409,,RFC West,0.355669846187123,0.277369781427154,0.0517378508685191,0.00347794505135463,0.7626,0.021,0.7905,84624.79,38110649.68,6479.63,9851,26,38,27,51,83.2,0.021477095,Coal,"['RC', 'RC']",2,0,0,0.998841538312697,-2651686.644934979,-30774869.57396954,33.589384,Passed,0.427155986913532,0.331681515035916,42.8492,-87.8336,Democrat,Republican,29.031,7.549999999999997,0.003000000000000002,55079,regional wind,9.770029000000001,renewables,0.2908665726052017,Electric Utility,Wisconsin Electric Power Co,Investor Owned,,,,,
56224,TS Power Plant,,49896,0,,242.0,0.0,0.562,0.562,15.0,15,1192341.0,,0.0,NV,174.173,-0.0646571,0.026092373,315.307,0.047235265,1399008.6,-0.0713681,209.58159,10.2446577,0.767361849,,WECC Northwest,0.189999538555882,0.210675284818423,0.114853372386273,0.023121666793208,0.1021,0.0035,0.0966,14734.94,5451672.33,1183.59,3,24,33,31,19,35.3386,0.06880093,Coal,['SUB'],1,0,0,0.998043011182276,10620927.10292772,8553969.002072306,46.97174,None,0.0659696584453055,0.626266509861689,40.7461,-116.5297,Democrat,Democrat,57.825,-0.036999999999999,0.002,32011,regional solar,29.135174,renewables,0.6202702731472157,IPP Non-CHP,"Nevada Gold Energy, LLC",,,,,,
56319,Wygen 2,,19545,0,,95.0,0.0,0.78,0.78,15.0,15,649020.0,,0.0,WY,194.656,0.553308809,0.042584123,280.377,0.061336967,958827.771,0.11967538,209.758957,,,Yes,WECC Rockies,0.396898764572694,0.229189200686658,0.249743268418941,0.0261045595434295,0.1026,0.0032,0.102,11628.53,4973380.38,935.25,2006,54,44,68,52,94.532,0.263765208,Coal,['SUB'],1,0,8000000,0.995579804970727,10854650.42999042,10160726.21670711,,None,0.737173959299694,0.0345300275742697,44.2919,-105.3811,Republican,Republican,60.063,5.169000000000004,,56005,,,,,Electric Utility,"Black Hills Power, Inc.",Investor Owned,,,,,
56456,Plum Point Energy Station,,58905,0,,720.0,0.0,0.642,0.642,13.0,13,4046219.0,,0.0,AR,3052.491,0.087618289,0.131094647,1879.272,0.080708673,4882487.62,0.084915392,209.687102,42.9189242,0.92161471,,SERC Mississippi Valley,0.111045414931352,0.58888533837406,0.0,0.00337816009170325,1.9926,0.0504,1.984,175413.77,83691459.97,13664.55,2295,81,77,79,79,99.25604,0.061294397,Coal,['SUB'],1,0,0,0.99706116547472,-12206274.32860867,12295689.15163047,32.148301,None,0.350551493143048,0.337626181989066,35.6644,-89.9489,Republican,Republican,40.241,11.97,0.0,5093,local wind,13.376286,renewables,0.4160806507317447,IPP Non-CHP,NRG Energy Services - Plum Point,,,,,,
